titleKey,title,year,type,status,traktId,imdbId,tmdbId,myRating,ratedAt,plays,lastWatchedAt,airedEpisodes,completionStatus,favorite,watchlistedAt,citedBy,genres,overview,keywords,originalLanguage,tmdbVoteAverage,tmdbVoteCount,tmdbPopularity,similarToIds,recommendedIds,similarToTitles,similarToDirectors,subgenres,tones,subjects,era,topCast,releaseDate,runtime,creator,belongsToCollection,tmdbStatus,numberOfSeasons,numberOfEpisodes,tmdbFetchedAt,rottenTomatoes,metacritic,rtAudience,metacriticUser,omdbImdbRating,omdbImdbVotes,oscarWins,oscarNominations,emmyWins,emmyNominations,totalAwardWins,totalAwardNominations,awardsRaw,omdbFetchedAt,excludedFromRecommendations,exclusionReasonCode,exclusionReasonLabel,isRecommendationEligible,predictedScore,confidenceScore,popularityScore,imdbPopularityScore,criticScoreComputed,audienceScoreComputed,awardsScoreComputed,reason
show:211624,Families Like Ours,2024,show,Watched,215646,tt12963502,211624,7,2024-12-01T00:00:00.000Z,7,1970-01-01T00:00:00.000Z,7,caught-up,false,,,Drama; Sci-Fi & Fantasy,"In a not-too-distant future, Denmark faces total evacuation due to rising water levels. As the nation prepares to leave their homes, high school student Laura must choose between her divorced parents and the boy she's fallen in love with.",climate change; miniseries,da,7.13,27,4.2585,34647; 34654; 34677; 62208; 2239; 242453; 278511; 278624; 95465; 31943; 278754; 62421; 62444; 242860; 242647; 62285; 62287; 209918; 95555; 95556,138169; 125116; 119279; 93833; 87104; 323411; 1386; 199001; 99896; 87108; 123192; 250308; 232342; 94305; 76719; 9045; 60948; 85273; 93784; 128839,Chernobyl; Marvel's The Defenders; La Brea; The Walking Dead: World Beyond; 12 Monkeys,,family-drama; dystopian,character-driven; dark,economic-hardship,,Amaryllis August; Albert Rudbeck Lindhardt; Nikolaj Lie Kaas; Paprika Steen; Helene Reingaard Neumann,2024-10-20,50,Thomas Vinterberg,,Ended,1,7,2026-09-18,93,72,,56,6.6,2273,0,0,0,0,1,7,1 win & 7 nominations total,2026-09-10,false,,,false,64,80,32,54,83,56,9,"Similar Title — Similar to Chernobyl and Lucky, which you loved."
show:60622,Fargo,2014,show,Watched,60203,tt2802850,60622,9,2024-01-16T00:00:00.000Z,51,1970-01-01T00:00:00.000Z,51,caught-up,false,,,Crime; Drama,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",detective; minnesota; winter; deputy; north dakota; anthology; dark comedy; criminal; police officer; psychotic; murder investigation; based on movie; neo-noir; absurd; violence,en,8.286,3415,81.6428,60884; 60900; 60907; 60929; 60937; 1391; 1396; 1401; 1405; 1406; 1407; 1475; 1415; 1424; 1426; 1427; 1431; 1432; 1438; 241257,64513; 39852; 113988; 46648; 40675; 76582; 39351; 61335; 65784; 85385; 4860; 1486; 4170; 120462; 75456; 239826; 202097; 204490; 213306; 72745,Breaking Bad; Dexter; True Detective; Grimm; DAHMER - Monster: The Jeffrey Dahmer Story,,anthology; dark-comedy; neo-noir,dark; offbeat; intense; atmospheric,class-wealth-corporate,,Juno Temple; Jennifer Jason Leigh; David Rysdahl; Joe Keery; Lamorne Morris,2014-04-15,,Noah Hawley,,Ended,5,51,2026-09-18,93,84,85,86,8.8,457314,0,0,7,0,73,322,Won 7 Primetime Emmys. 73 wins & 322 nominations total,2026-09-10,false,,,false,100,95,79,90,89,86,100,Creator Match — You've loved 1 title from creator Noah Hawley before.
show:99610,Feel Good,2020,show,Watched,158435,tt10098620,99610,8,2021-06-04T00:00:00.000Z,12,1970-01-01T00:00:00.000Z,12,caught-up,false,,,Drama; Comedy,Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of their life. Life is further complicated by a new and all-consuming relationship with their new girlfriend George.,show business; romcom; lesbian relationship; romance; irreverence; lgbt; absurd; cliché,en,7.114,255,7.3836,239385; 239389; 92414; 275677; 275707; 58909; 58925; 58934; 58935; 58940; 58951; 58972; 260; 271; 124825; 124834; 124875; 124897; 124922; 124933,61871; 126914; 42282; 100883; 105; 900; 216795; 53606; 41875; 138089; 102316; 61118; 5721; 96734; 815; 73552; 62117; 1424; 67280; 67883,Orange Is the New Black; Sex and the City; Never Have I Ever; Heartstopper; Skins,Darren Star,dramedy; romance,character-driven; witty; melancholy; thoughtful,addiction-recovery,,Mae Martin; Charlotte Ritchie; Phil Burgers,2020-03-18,25,Mae Martin,,Ended,2,12,2026-09-18,100,,89,,7.5,14552,0,0,0,0,5,5,Nominated for 1 BAFTA Award5 wins & 5 nominations total,2026-09-10,false,,,false,100,90,54,67,100,89,15,"Similar Title — Similar to Girls and Love, which you loved."
show:87049,Firefly Lane,2021,show,Watched,163511,tt9012876,87049,7,2023-04-27T00:00:00.000Z,26,1970-01-01T00:00:00.000Z,26,caught-up,false,,,Drama,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",based on novel or book; 1970s; female friendship; bond; melodrama; sentimentality,en,7.804,321,12.808,58550; 19; 105; 91902; 91909; 275464; 124586; 124587; 124595; 124583; 124585; 28527; 28580; 28379; 52; 207150; 92154; 28672; 152; 58808,95555; 208921; 51537; 102904; 273240; 116761; 199001; 72787; 207717; 107365; 90399; 103411; 240667; 223313; 285739; 253376; 194766; 130464; 130842; 72710,Sex and the City; That '70s Show; Off Campus; My Life with the Walter Boys; The Diary of Anne Frank,,friendship-comedy; family-drama; romance,character-driven; melancholy; nostalgic; slow-burn,friendship-community,,Katherine Heigl; Sarah Chalke; Ben Lawson; Beau Garrett; Roan Curtis,2021-02-03,,Maggie Friedman,,Ended,2,26,2026-09-18,57,57,82,63,7.7,39762,0,0,0,0,7,23,7 wins & 23 nominations total,2026-09-10,false,,,false,69,90,56,74,57,73,37,Similar Title — Titles you rated highly list this as similar or recommended (3 times).
show:108664,Five Days at Memorial,2022,show,Watched,166333,tt3283594,108664,8,2022-09-16T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Drama,"When the floodwaters rose, power failed, and heat soared, exhausted caregivers at a New Orleans hospital were forced to make profound, heart-wrenching decisions.","based on novel or book; new orleans, louisiana; based on true story; miniseries; hospital; power outage; flood; trapped in building; hurricane katrina",en,7.554,212,5.8896,19; 24; 30; 91909; 275464; 124586; 124587; 124595; 124578; 124583; 124585; 238977; 238921; 28481; 28527; 238886; 28574; 28580; 28450; 28467,17967; 86430; 67679; 128098; 80350; 62650; 3172; 4588; 46896; 97539; 63418; 46441; 90399; 199001; 291339; 96237; 5375; 90972; 116761; 102904,The Originals; Your Honor; Chicago Med; New Amsterdam; ER,,medical; disaster-drama; docudrama,dark; intense,healthcare-medicine,,"Vera Farmiga; Cherry Jones; Cornelius Smith, Jr.; Robert Pine; Adepero Oduye",2022-08-11,,Carlton Cuse,,Ended,1,8,2026-09-18,85,74,85,67,7.7,16312,0,0,1,0,4,2,Won 1 Primetime Emmy. 4 wins & 2 nominations total,2026-09-10,false,,,false,62,90,52,67,80,76,30,"Subject Match — Touches on healthcare-medicine, themes you've responded well to."
movie:507089,Five Nights at Freddy's,2023,movie,Watched,354192,tt4589218,507089,5,2023-10-27T00:00:00.000Z,1,2023-10-27T00:00:00.000Z,,,false,,,Horror; Thriller,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",night shift; child murder; restaurant; custody battle; child in peril; security guard; based on video game; evil child; duringcreditsstinger; troubled past; child neglect; haunted attractions; animatronic; abandoned building; brother sister relationship,en,7.277,5186,18.2837,1492413; 122282; 923993; 1299372; 629017; 832; 814; 745; 694; 924; 927; 928; 768; 567; 588; 617; 657; 658; 852; 637649,1228246; 28355; 913290; 643586; 1103437; 1232569; 405882; 483202; 40350; 49018; 22894; 2082; 930600; 9378; 23629; 460458; 588; 16342; 41436; 609,The Shining; Wrath of Man; Dawn of the Dead; Barbarian; Gremlins 2: The New Batch,,supernatural-horror; survival-horror,dark; suspenseful; intense; gritty,supernatural-paranormal,,Josh Hutcherson; Piper Rubio; Elizabeth Lail; Matthew Lillard; Mary Stuart Masterson,2023-10-25,110,Emma Tammi,Five Nights at Freddy's Collection,,,,2026-09-18,33,33,82,76,5.4,135714,0,0,0,0,0,24,24 nominations total,2026-09-10,false,,,false,24,100,83,82,33,79,24,"Subject Match — Touches on supernatural-paranormal, themes you've responded well to."
show:67070,Fleabag,2016,show,Watched,109975,tt5687612,67070,8,2026-07-29T00:26:21.000Z,12,2019-04-08T21:57:00.000Z,12,caught-up,false,,,Comedy; Drama,"A portrait into the mind of a dry-witted, sexual, angry, porn-watching, grief-riddled woman, trying to make sense of the world. As she hurls herself headlong at modern living, Fleabag is thrown roughly up against the walls of contemporary London, with all its frenetic energy, late nights, and bright lights.","london, england; godmother; feminism; cynicism; stepmother; grief; loneliness; dysfunctional family; priest; dark comedy; based on play or musical; promiscuity; breaking the fourth wall; guilt; death of mother",en,8.279,1947,36.4315,3905; 3913; 3921; 34665; 278589; 209727; 62203; 209809; 95433; 95480; 95481; 62073; 31841; 95260; 95274; 2174; 2180; 2184; 2190; 2191,81357; 4493; 84977; 62117; 1906; 206828; 815; 107113; 61118; 42282; 136311; 216795; 97173; 61920; 92621; 1393; 67280; 900; 64254; 73552,South Park; Only Murders in the Building; Skins; Russian Doll; Slow Horses,,dark-comedy; dramedy; character-study,witty; dark; character-driven; melancholy,grief-loss,,Phoebe Waller-Bridge; Sian Clifford; Andrew Scott,2016-07-21,,Phoebe Waller-Bridge,,Ended,2,12,2026-09-18,100,92,92,83,8.7,245134,0,0,6,0,70,71,Won 6 Primetime Emmys. 70 wins & 71 nominations total,2026-09-10,false,,,false,100,95,73,86,96,88,100,"Similar Title — Similar to Russian Doll and Shrinking, which you loved."
show:87917,For All Mankind,2019,show,Watched,140481,tt7772588,87917,9,2026-07-29T00:19:49.000Z,50,1970-01-01T00:00:00.000Z,50,caught-up,false,,,Drama; Sci-Fi & Fantasy; War & Politics,"Explore an aspirational world where NASA and the space program remained a priority and a focal point of our hopes and dreams as told through the lives of NASA astronauts, engineers, and their families.",moon; planet mars; 1970s; nasa; cold war; space war; dystopia; politics; moon landing; alternate history; astronaut; space race; moon colony; 1980s; 1990s,en,7.744,1039,55.991,29004; 92391; 92434; 58950; 59014; 124861; 275889; 305715; 239287; 305757; 235; 239618; 29043; 29117; 513; 207399; 92588; 207536; 92785; 59579,252107; 62017; 63639; 34967; 48866; 127235; 62425; 85723; 106379; 85949; 69478; 93784; 128839; 79680; 71693; 67683; 82816; 51704; 93740; 125116,The 100; The Handmaid's Tale; Fallout; The Expanse; Star Trek: Picard,,political,inspirational; character-driven; slow-burn; nostalgic,ambition-reinvention,,Toby Kebbell; Mireille Enos; Edi Gathegi; Cynthy Wu; Coral Peña,2019-11-01,,Matt Wolpert,,Returning Series,5,50,2026-09-18,91,76,75,64,8.1,86760,0,0,2,0,3,21,Won 2 Primetime Emmys. 3 wins & 21 nominations total,2026-09-10,false,,,false,78,95,67,79,84,70,67,Creator Match — You've loved 1 title from creator Matt Wolpert before.
movie:359724,Ford v Ferrari,2019,movie,Watched,324762,tt1950186,359724,8,2019-11-15T00:00:00.000Z,1,2019-11-15T00:00:00.000Z,,,false,,,Drama; History; Action,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",based on novel or book; car race; sports; car mechanic; biography; based on true story; le mans; racing; race car driver; frantic; 1960s; motorsport,en,8.007,9289,23.962,122322; 924154; 387474; 1686425; 1492198; 728882; 940000; 370222; 573627; 152736; 152745; 152760; 942341; 1520850; 1139566; 175898; 400656; 400728; 762148; 1150686,5920; 292011; 457232; 972433; 9664; 2133; 480823; 9549; 2119; 300673; 345317; 42621; 17599; 9289; 408266; 458131; 911430; 10971; 11362; 25624,F1; Richard Jewell; The Perfect Storm; The Count of Monte Cristo; Days of Thunder,,biography,inspirational; intense; character-driven; gritty,workplace-culture,,Matt Damon; Christian Bale; Jon Bernthal; Caitríona Balfe; Josh Lucas,2019-11-13,153,James Mangold,,,,,2026-09-18,92,81,98,83,8.1,553839,2,0,0,0,26,86,Won 2 Oscars. 26 wins & 86 nominations total,2026-09-10,false,,,false,100,100,89,92,87,91,100,Creator Match — You've loved 1 title from director James Mangold before.
movie:87492,Foxcatcher,2014,movie,Watched,65748,tt1100089,87492,7,2026-09-11T12:20:53.000Z,1,2014-11-14T00:00:00.000Z,,,false,,,Drama; Thriller,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,sports; wrestling; biography; based on true story; tragedy; brothers,en,6.649,2536,5.7772,1352906; 4734; 4702; 4882; 821589; 1400940; 449777; 266856; 4954; 5001; 5041; 4975; 449924; 5121; 450070; 450149; 5257; 5286; 5375; 267186,850165; 1292415; 718633; 592643; 481370; 502122; 19092; 1094974; 164457; 547017; 556501; 176124; 489243; 184341; 50380; 307081; 43922; 276907; 436932; 54752,The Theory of Everything; Southpaw; The Iron Claw; Hands of Stone; The Hummingbird Project,,biography,dark,sports-competition,,Steve Carell; Channing Tatum; Mark Ruffalo; Sienna Miller; Vanessa Redgrave,2014-11-14,134,Bennett Miller,,,,,2026-09-18,88,81,66,71,7,152838,0,5,0,0,12,82,Nominated for 5 Oscars. 12 wins & 82 nominations total,2026-09-10,false,,,false,79,95,76,83,85,69,100,Creator Match — You've loved 1 title from director Bennett Miller before.
movie:121986,Frances Ha,2013,movie,Watched,84456,tt2347569,121986,8,2026-09-03T01:03:29.000Z,1,2013-05-17T00:00:00.000Z,,,false,,,Comedy; Drama,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.","new york city; friendship; dancer; paris, france; freedom; female friendship; loneliness; black and white; urban setting; responsibility; choreography; mumblecore; sacramento; dance teacher; millennials",en,7.332,1864,4.3682,924108; 924005; 123663; 123615; 1116910; 728878; 1686627; 369557; 369594; 387426; 574662; 939960; 574546; 402695; 1522704; 945484; 589049; 589064; 1335869; 177214,111469; 1186563; 4960; 39414; 15592; 391713; 57157; 1816; 626020; 43609; 541524; 537116; 71; 1169789; 939; 2056; 49462; 9090; 980996; 612706,"Lady Bird; Okja; Billy Elliot; Sing Street; tick, tick... BOOM!",,dramedy; character-study; coming-of-age,witty; melancholy; character-driven; offbeat,ambition-reinvention; friendship-community; artistic-creative,,Greta Gerwig; Mickey Sumner; Michael Zegen; Adam Driver; Charlotte d'Amboise,2013-05-17,86,Noah Baumbach,,,,,2026-09-18,92,82,78,78,7.4,101840,0,0,0,0,1,49,1 win & 49 nominations total,2026-09-10,false,,,false,68,95,73,80,87,78,51,Similar Title — Titles you rated highly list this as similar or recommended (1 time).
show:307534,Free Bert,2026,show,Watched,310151,tt37449205,307534,8,2026-07-29T00:20:26.000Z,6,2026-01-22T09:30:00.000Z,6,caught-up,false,,,Comedy,A gloriously messy dad and his equally unfiltered family cause chaos when they try to fit in with the snobby crowd at their elite new school.,irreverent,en,7.4,25,4.6293,1400; 1489; 171; 498; 645; 61818; 61920; 2224; 62187; 2400; 2331; 62668; 2765; 4573; 308798; 64254; 213026; 66859; 312972; 251414,201902; 33922; 1915; 1795; 18614; 76345; 10420; 713; 40520; 90877; 1459; 1551; 93290; 1229; 64823; 261363; 1772; 67443; 32612; 77485,Seinfeld; Master of None; Chappelle's Show; Jackass; Jimmy Kimmel Live!,,family-comedy; sitcom,satirical; inspirational; offbeat; witty,family-dynamics,,Bert Kreischer; Arden Myrin; Ava Ryan; Lilou Lang; Chris Witaske,2026-01-22,,Jarrad Paul,,Returning Series,2,6,2026-09-18,71,60,71,73,,,0,0,0,0,0,0,N/A,2026-09-10,false,,,false,83,80,32,0,66,72,0,"Similar Title — Similar to Seinfeld and Master of None, which you loved."
show:4278,Friday Night Lights,2006,show,Watched,4254,tt0758745,4278,9,2011-02-09T00:00:00.000Z,76,1970-01-01T00:00:00.000Z,76,caught-up,false,,,Drama,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",southern usa; american football; texas; sports; high school; based on movie; teen drama,en,8,330,20.2388,60896; 1395; 1475; 1417; 1432; 60863; 241138; 60811; 93972; 126342; 1536; 1583; 60998; 61053; 94245; 94255; 307004; 60948; 1703; 241613,1948; 2025; 65152; 62823; 89572; 99121; 2673; 2327; 68780; 82143; 2883; 341; 21762; 94617; 120835; 88640; 61733; 2464; 211564; 72743,Gossip Girl; 12 Monkeys; Scream: The TV Series; Glee; The O.C.,,family-drama,intense; character-driven; inspirational; gritty,sports-competition,,Kyle Chandler; Connie Britton; Aimee Teegarden; Michael B. Jordan; Jurnee Smollett-Bell,2006-10-03,43,Brian Grazer,,Ended,5,76,2026-09-18,97,83,93,85,8.7,78193,0,0,3,0,22,122,Won 3 Primetime Emmys. 22 wins & 122 nominations total,2026-09-10,false,,,false,75,90,56,78,90,89,100,Creator Match — You've loved 3 titles from creator Brian Grazer before.
show:132016,Full Circle,2023,show,Watched,186511,tt15303234,132016,8,2026-08-13T13:33:53.000Z,6,2023-07-27T07:49:00.000Z,6,caught-up,false,,,Crime; Drama,An investigation into a botched kidnapping uncovers long-held secrets connecting multiple characters and cultures in present day New York City.,new york city; kidnapping; miniseries,en,6.5,88,8.9446,34633; 34647; 34654; 34677; 62208; 32023; 2239; 95249; 242453; 62117; 62126; 278511; 2210; 278624; 95465; 278754; 62421; 62444; 2251; 2319,4040; 72745; 119845; 306603; 156902; 80213; 4170; 29574; 278178; 213306; 125949; 156473; 220801; 124394; 78191; 280511; 67384; 39852; 75456; 72742,You; The Purge; Marvel's Luke Cage; The Sinner; Fool Me Once,David E. Kelley,crime-thriller; ensemble,intense; thoughtful; suspenseful; character-driven,crime-consequences,,Zazie Beetz; Claire Danes; Jim Gaffigan; Jharrel Jerome; Timothy Olyphant,2023-07-13,,Ed Solomon,,Ended,1,6,2026-09-18,78,64,54,84,6.3,7831,0,0,0,0,0,3,3 nominations total,2026-09-10,false,,,false,86,85,44,62,71,69,3,Cast Affinity — You've loved 1 title with Claire Danes before.
show:218137,Full Swing,2023,show,Watched,201562,tt17050700,218137,10,2026-07-29T00:21:00.000Z,27,2026-04-17T05:00:00.000Z,27,caught-up,false,,,Documentary,This immersive documentary series follows a diverse group of professional golfers - on and off the course - during a relentless season of competition.,golf; sports; sports documentary; pga tour,en,7.5,9,4.2185,209784; 209670; 95387; 95356; 307980; 32115; 243004; 278937; 95837; 308049; 308056; 95977; 210284; 210260; 210262; 210277; 243445; 243477; 128009; 243808,204554; 4498; 4199; 126397; 64313; 9552; 101978; 289485; 38122; 222674; 114695; 15069; 74911; 118924; 229516; 9693; 262594; 296549; 113085; 1181,Marvel Studios Legends; Marvel Studios Assembled; The Civil War; Top Gear; The Hunt,,,character-driven; intense; inspirational,sports-competition,,Amanda Balionis,2023-02-15,,James Gay-Rees,,Returning Series,4,27,2026-09-18,77,88,77,53,8,4785,0,0,0,0,0,0,N/A,2026-09-10,false,,,false,62,80,22,59,83,65,0,Creator Match — You've loved 1 title from creator James Gay-Rees before.
movie:445571,Game Night,2018,movie,Watched,293963,tt2704998,445571,7,2018-02-23T00:00:00.000Z,1,2018-02-23T00:00:00.000Z,,,false,,,Mystery; Comedy; Crime,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",jealousy; husband wife relationship; married couple; sarcasm; dark comedy; insult; revenge; neighbor; dog; game; group of friends; corvette stingray; creepy neighbor; aftercreditsstinger; embarrasment,en,6.848,6475,12.8509,923993; 122253; 387566; 1522705; 150776; 575868; 1686439; 939992; 369545; 557526; 942328; 1336669; 1150676; 1150679; 123602; 399463; 403337; 757854; 404279; 177239,993; 484247; 3529; 24109; 187017; 736769; 10607; 323368; 308024; 27004; 32081; 4638; 64688; 50022; 812583; 4959; 38087; 26337; 66195; 367462,22 Jump Street; Hot Fuzz; Wake Up Dead Man: A Knives Out Mystery; Super Troopers 2,,action-comedy; comedy-mystery; ensemble,witty; fast-paced; suspenseful,sports-competition,,Jason Bateman; Rachel McAdams; Kyle Chandler; Sharon Horgan; Billy Magnussen,2018-02-15,100,John Francis Daley,,,,,2026-09-18,85,66,78,71,6.9,275804,0,0,0,0,4,22,4 wins & 22 nominations total,2026-09-10,false,,,false,53,100,85,87,76,75,30,Cast Affinity — You've loved 1 title with Jason Bateman before.
show:1399,Game of Thrones,2011,show,Watched,1390,tt0944947,1399,3,2026-07-29T01:19:07.000Z,73,2019-05-20T02:20:00.000Z,73,caught-up,false,,,Sci-Fi & Fantasy; Drama; Action & Adventure,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",based on novel or book; kingdom; dragon; king; intrigue; fantasy world,en,8.471,27760,210.7431,1457; 1391; 1395; 1405; 241275; 241290; 126254; 1479; 1425; 241065; 60855; 241114; 241084; 30427; 306871; 208684; 208692; 93972; 93975; 30548,94997; 71912; 7704; 62417; 106541; 71914; 95839; 90228; 63333; 125116; 128839; 76479; 83125; 85273; 85720; 90802; 70485; 224372; 44217; 118956,The Boys; Vikings; House of the Dragon; The Witcher; Dexter,George R.R. Martin,political,gritty; dark; intense; suspenseful,politics-power,,Peter Dinklage; Kit Harington; Nikolaj Coster-Waldau; Lena Headey; Emilia Clarke,2011-04-17,,David Benioff,,Ended,8,73,2026-09-18,89,86,85,84,9.2,2606100,0,0,59,0,396,655,Won 59 Primetime Emmys. 396 wins & 655 nominations total,2026-09-10,false,,,false,92,100,99,100,88,85,100,"Similar Title — Similar to The Boys and Dexter, which you loved."
movie:3131,Gangs of New York,2002,movie,Watched,2100,tt0217505,3131,6,2026-09-11T23:45:28.000Z,1,2002-12-19T00:00:00.000Z,,,false,,,Drama; History; Crime,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.",rescue; immigrant; ship; fire; army; pickpocket; pig; gangster; irish-american; gang war; gang of thieves; butcher; gang; 19th century; grim,en,7.316,7416,10.2565,1703965; 1518118; 400656; 1317990; 399440; 1148301; 29884; 473682; 289020; 30177; 30237; 30341; 1038996; 30431; 474189; 288980; 1226230; 29971; 29997; 29963,21612; 9455; 51209; 44695; 43051; 1662; 109843; 1422; 13072; 641; 14807; 28448; 538207; 2142; 14575; 14786; 493065; 245527; 103; 21344,The Departed; Taxi Driver; Requiem for a Dream; State of Grace; Peterloo,Martin Scorsese,organized-crime; historical,gritty,immigration-refugee,ancient-to-1900,Leonardo DiCaprio; Daniel Day-Lewis; Cameron Diaz; Jim Broadbent; John C. Reilly,2002-12-14,168,Martin Scorsese,,,,,2026-09-18,72,72,81,76,7.5,502256,0,10,0,0,50,135,Nominated for 10 Oscars. 50 wins & 135 nominations total,2026-09-12,false,,,false,83,100,86,91,72,79,100,Creator Match — You've loved 4 titles from director Martin Scorsese before.
movie:401,Garden State,2004,movie,Watched,319,tt0333766,401,10,2026-09-11T23:43:54.000Z,1,2004-07-28T00:00:00.000Z,,,true,,,Comedy; Drama; Romance,"Andrew returns to his hometown for his mother’s funeral, a journey that reconnects him with old friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam—a girl also struggling with various maladies—opens up the possibility of rekindling emotional connections, confronting his psychologist father, and perhaps beginning a new life.",depression; new jersey; unsociability; paraplegic; expensive restaurant; loss of loved one; pop culture; difficult childhood; ecstasy; strangeness; epilepsy; lethargy; answering machine; single; marijuana,en,7.076,2115,4.4483,1686558; 1134969; 991225; 991359; 401896; 401898; 173050; 404279; 589804; 18273; 278994; 29845; 29846; 29872; 30020; 30029; 30237; 30327; 843621; 843712,814340; 303991; 308; 27583; 242042; 10247; 38731; 13067; 8669; 13990; 501989; 11300; 2075; 10362; 27554; 24461; 177; 31650; 10497; 17106,Cha Cha Real Smooth,,character-study; coming-of-age; dramedy,melancholy; character-driven; offbeat; thoughtful,grief-loss; mental-health,,Zach Braff; Natalie Portman; Ian Holm; Peter Sarsgaard; Jean Smart,2004-07-28,102,Zach Braff,,,,,2026-09-18,86,67,88,78,7.4,227462,0,0,0,0,13,39,13 wins & 39 nominations total,2026-09-04,false,,,false,62,95,74,86,77,83,65,Creator Match — You've loved 1 title from director Zach Braff before.
show:107407,Gaslit,2022,show,Watched,158611,tt11834592,107407,7,2022-06-12T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Drama,A modern take on the 1970s political Watergate scandal centering on untold stories and forgotten characters of the time.,watergate scandal; corrupt politician; based on podcast,en,6.89,82,5.4161,93749; 241405; 241485; 243217; 62896; 96237; 131141; 215995; 102540; 217825; 290225; 13322; 49651; 291368; 221585; 112314; 46331; 260637; 80335; 322564,96237; 113984; 1425; 245219; 270734; 222766; 216082; 61263; 90399; 87049; 99741; 116761; 72787; 61247; 1621; 199001; 226174; 71715; 114922; 39269,House of Cards; The Day of the Jackal; Boardwalk Empire; Good Girls; Scandal,,political; docudrama,gritty; dark; character-driven; slow-burn,politics-power,,Julia Roberts; Sean Penn; Dan Stevens; Betty Gilpin; Shea Whigham,2022-04-24,,Robbie Pickering,,Ended,1,8,2026-09-18,89,70,75,52,7.3,8395,0,0,0,4,2,28,Nominated for 4 Primetime Emmys. 2 wins & 28 nominations total,2026-09-10,false,,,false,78,85,43,63,80,64,64,"Similar Title — Similar to House of Cards and Boardwalk Empire, which you loved."
show:205715,Gen V,2023,show,Watched,196842,tt13159924,205715,8,2025-10-22T00:00:00.000Z,16,1970-01-01T00:00:00.000Z,16,caught-up,false,,,Action & Adventure; Drama; Sci-Fi & Fantasy,"At America's only college for superheroes, gifted students put their moral boundaries to the test, competing for the university's top ranking, and a chance to join The Seven, Vought International's elite superhero team. When the school's dark secrets come to light, they must decide what kind of heroes they want to become.",superhero; based on comic; dark comedy; spin off; super power; college student; absurd; depressing; cliché,en,7.629,1613,29.7013,89; 91854; 238889; 91885; 28751; 160; 131; 132; 275648; 206978; 184; 186; 196; 203; 205; 216; 58841; 888; 890; 60059,75450; 71663; 66190; 62643; 88987; 195868; 1403; 71340; 93484; 62126; 67195; 75006; 60708; 1639; 158141; 79788; 42531; 62285; 38472; 63210,The Umbrella Academy; Better Call Saul; Marvel's Agents of S.H.I.E.L.D.; Gotham; Titans,,superhero; dark-comedy,gritty; satirical; intense,power-corruption,,Jaz Sinclair; Lizze Broadway; Maddie Phillips; London Thor; Derek Luh,2023-09-28,,Craig Rosenberg,,Canceled,2,16,2026-09-18,93,73,73,59,7.6,144923,0,0,0,0,3,16,3 wins & 16 nominations total,2026-09-10,false,,,false,100,95,72,83,83,66,22,"Similar Title — Similar to Better Call Saul and Watchmen, which you loved."
