Source,Title,Author,Type,Shelf,My Rating,Avg Rating,Ratings Count,Pages,Year,Date Read,Date Added,ISBN,ISBN13,Publisher,Themes,Tones,Similar To Titles,Similar To Authors,Cover URL,Goodreads URL,Buy URL,Book Key,Top 10,All Time Fave,DNF,BBRE Score
goodreads,"The Formula: How Rogues, Geniuses, and Speed Freaks Reengineered F1 into the World's Fastest-Growing Sport—A High-Octane History of Formula 1's Rise in America",Joshua Robinson,nonfiction,read,5,4.18,12000,298,2024,2024/07/06,2024/03/24,0063318636,9780063318632,Mariner Books,"sports, narrative nonfiction","fast-paced, investigative, revelatory","Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty, Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever, Open, Shoe Dog, Tiger Woods","Michael Lewis, Jeff Pearlman, Simon Kuper, David Conn",,,,the-formula-how-rogues-geniuses-and-speed-freaks-reengineered-f1-into-the-world-s-fastest-growing-sport-a-high-octane-history-of-formula-1-s-rise-in-america|joshua-robinson,,,,
goodreads,End of Story,A.J. Finn,fiction,read,1,3.85,20000,408,2024,2024/06/29,2024/01/25,,,William Morrow,"thriller, psychological","fast-paced, twisty, dark, tense","The Woman in the Window, The Silent Patient, Behind Closed Doors","Gillian Flynn, Paula Hawkins, B.A. Paris, Shari Lapena",,,,end-of-story|a-j-finn,,,,
goodreads,Presumed Innocent,Scott Turow,fiction,read,5,4,80000,482,2023,2024/06/23,2022/01/12,1538757044,9781538757048,Grand Central Publishing,"legal, thriller, courtroom","procedural, tense, character-driven, fast-paced","The Last Trial (Kindle County Legal Thriller #11), Pleading Guilty (Kindle County, #3), A Time to Kill (Jake Brigance, #1), The Firm (The Firm, #1), The Rainmaker","John Grisham, Scott Pratt, James Grippando, William L. Myers Jr.",,,,presumed-innocent|scott-turow,,Yes,,
goodreads,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,fiction,read,4,3.91,180000,227,2020,2024/06/23,2024/06/08,1488077215,9781488077210,Hanover Square Press,"speculative, literary, contemporary","slow-burn, character-driven, atmospheric","The Midnight Library (The Midnight World, #1), How to Stop Time, Recursion, This Time Tomorrow","Matt Haig, Graeme Simsion, Nikki Erlick, Richard Osman",,,,before-the-coffee-gets-cold|toshikazu-kawaguchi,,,,
goodreads,You Like It Darker,Stephen King,fiction,read,3,4.12,130000,512,2024,2024/06/11,2024/05/01,,,Scribner,"thriller, horror","fast-paced, tense, dark","Holly (Holly Gibney, #3), The Outsider, Billy Summers, Mr. Mercedes (Bill Hodges #1)","Dean Koontz, Joe Hill, Peter Straub, Clive Barker",,,,you-like-it-darker|stephen-king,,,,
goodreads,The Wishing Game,Meg Shaffer,fiction,read,5,3.97,25000,294,2023,2024/05/24,2023/11/20,,,Ballantine Books,"literary, contemporary, speculative","slow-burn, character-driven, atmospheric","The Storied Life of A.J. Fikry, The Midnight Library (The Midnight World, #1), Remarkably Bright Creatures, Lessons in Chemistry, Tomorrow, and Tomorrow, and Tomorrow","Rainbow Rowell, Taylor Jenkins Reid, Gabrielle Zevin, Matt Haig",,,,the-wishing-game|meg-shaffer,,,,
goodreads,The Other Valley,Scott Alexander Howard,fiction,read,5,4.12,50000,304,2024,2024/05/20,2024/02/22,1668015498,9781668015490,Atria Books,"speculative, literary","slow-burn, atmospheric, character-driven","The Midnight Library (The Midnight World, #1), Recursion, Dark Matter, Cassandra in Reverse, The Measure","Kazuo Ishiguro, Matt Haig, Emily St. John Mandel, Ted Chiang",,,,the-other-valley|scott-alexander-howard,,Yes,,
goodreads,There's Always This Year: On Basketball and Ascension,Hanif Abdurraqib,nonfiction,read,2,4.12,8000,327,2024,2024/05/13,2024/03/24,0593448812,9780593448816,Random House,"memoir, sports, literary","slow-burn, character-driven, character-study, atmospheric","Blood in the Garden: The Flagrant History of the 1990s New York Knicks, Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever, Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty","Ta-Nehisi Coates, Jesmyn Ward, Michael Eric Dyson, Chuck Klosterman",,,,there-s-always-this-year-on-basketball-and-ascension|hanif-abdurraqib,,,,
goodreads,"Charlie Hustle: The Rise and Fall of Pete Rose, and the Last Glory Days of Baseball",Keith O'Brien,nonfiction,read,5,4.05,8000,725,2024,2024/05/05,2024/03/22,0593317386,9780593317389,Vintage,"sports, biography, narrative nonfiction","narrative-driven, accessible, character-study","Heartland: A Forgotten Place, an Impossible Dream, and the Miracle of Larry Bird, Tiger Woods, The Last Folk Hero: The Life and Myth of Bo Jackson, Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty, Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever","Jeff Pearlman, Michael Lewis, Laura Hillenbrand, David Maraniss",,,,charlie-hustle-the-rise-and-fall-of-pete-rose-and-the-last-glory-days-of-baseball|keith-o-brien,,,,
goodreads,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,fiction,read,2,4.2,420000,400,2021,2024/04/28,2023/10/21,,,Tor Books,"sci-fi, speculative","slow-burn, atmospheric","Seveneves, The Martian, Recursion, Children of Time (Children of Time, #1)","Andy Weir, Neal Stephenson, Greg Bear, Kim Stanley Robinson",,,,the-three-body-problem|liu-cixin,,,Yes,
goodreads,The Golfer's Carol,Robert Bailey,fiction,read,5,3.8,5000,240,2020,2024/04/15,2023/04/20,0593190513,9780593190517,G.P. Putnam's Sons,"literary, contemporary","fast-paced, procedural, tense, character-driven","Rich Blood (Jason Rich, #1), A Time to Kill (Jake Brigance, #1), The Client, The Boomerang","John Grisham, Scott Pratt, Scott Turow, Steve Cavanagh",,,,the-golfer-s-carol|robert-bailey,,,,
goodreads,Elevation,Stephen King,fiction,read,5,3.72,95000,160,2018,2024/04/10,2023/11/14,,,Scribner,"literary, speculative, contemporary","atmospheric, dark, character-driven, slow-burn","The Outsider, Holly (Holly Gibney, #3), Billy Summers, The Institute, Mr. Mercedes (Bill Hodges #1)","Dean Koontz, Joe Hill, Peter Straub, Clive Barker",,,,elevation|stephen-king,,,,
goodreads,The Storied Life of A.J. Fikry,Gabrielle Zevin,fiction,read,5,3.97,245000,290,2014,2024/04/10,2023/02/11,,,Algonquin Books,"literary, contemporary","character-driven, slow-burn, atmospheric","Tomorrow, and Tomorrow, and Tomorrow, Remarkably Bright Creatures, The Wishing Game, Lessons in Chemistry, The Midnight Library (The Midnight World, #1)","Liane Moriarty, Taylor Jenkins Reid, Rainbow Rowell, Emily Henry",,,,the-storied-life-of-a-j-fikry|gabrielle-zevin,,,,
goodreads,The Statistical Probability of Love at First Sight,Jennifer E. Smith,fiction,read,5,3.85,95000,236,2012,2024/04/06,2024/02/02,,,Poppy,"contemporary, romance","fast-paced, atmospheric, heartwarming, melancholic","Hello, Goodbye, and Everything in Between, Every Day (Every Day, #1), Looking for Alaska, The Perks of Being a Wallflower","Taylor Jenkins Reid, Graeme Simsion, Rainbow Rowell, David Nicholls",,,,the-statistical-probability-of-love-at-first-sight|jennifer-e-smith,,,,
goodreads,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,nonfiction,read,5,3.97,95000,339,2009,2024/04/01,2024/03/16,0385513534,9780385513531,Doubleday/Random House (NY),"history, narrative nonfiction, adventure","narrative-driven, atmospheric, investigative, fast-paced","The Wager: A Tale of Shipwreck, Mutiny and Murder, Into Thin Air, Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission, Madhouse at the End of the Earth: The Belgica's Journey into the Dark Antarctic Night, In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette","Erik Larson, Jon Krakauer, Sebastian Junger, Candice Millard",,,,the-lost-city-of-z-a-tale-of-deadly-obsession-in-the-amazon|david-grann,,Yes,,
goodreads,"The Mystery Guest (Molly the Maid, #2)",Nita Prose,fiction,read,5,3.86,60000,293,2023,2024/03/23,2023/08/17,0593356187,9780593356180,Ballantine Books,"thriller, mystery, suspense","fast-paced, tense, procedural, whodunit","The Maid's Secret (Molly the Maid, #3), The Mistletoe Mystery (Molly the Maid, #2.5), The Maid (Molly the Maid, #1), The Silent Patient, The Plot (The Book Series, #1)","Richard Osman, Alexander McCall Smith, Agatha Christie, Alan Bradley",,,,the-mystery-guest|nita-prose,,,,
goodreads,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,nonfiction,read,5,4.2,250000,327,2023,2024/03/16,2023/12/20,,,Vintage,"history, narrative nonfiction, adventure","narrative-driven, atmospheric, investigative, fast-paced","The Lost City of Z: A Tale of Deadly Obsession in the Amazon, Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission, Unbroken: A World War II Story of Survival, Resilience and Redemption, Madhouse at the End of the Earth: The Belgica's Journey into the Dark Antarctic Night, Neptune's Fortune: The Billion-Dollar Shipwreck and the Ghosts of the Spanish Empire","Erik Larson, Jon Krakauer, Sebastian Junger, Candice Millard",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1659407155i/61714633.jpg,,,the-wager-a-tale-of-shipwreck-mutiny-and-murder|david-grann,,Yes,,
goodreads,Someday (Every Day #3),David Levithan,fiction,read,3,3.96,45000,392,2018,2024/03/12,2024/03/05,039955307X,9780399553073,Alfred A. Knopf,"YA, speculative, contemporary","heartwarming, character-driven, fast-paced, slow-burn","Another Day (Every Day, #2), The Perks of Being a Wallflower, Looking for Alaska, Paper Towns, Hello, Goodbye, and Everything in Between","John Green, Rainbow Rowell, Jay Asher, Nicola Yoon",,,,someday|david-levithan,,,,
goodreads,"Another Day (Every Day, #2)",David Levithan,fiction,read,5,3.85,95000,300,2015,2024/03/05,2024/02/28,0385756224,9780385756228,Knopf Books for Young Readers,"contemporary, speculative, YA","heartwarming, character-driven, fast-paced, slow-burn","Another Day (Every Day, #2), The Perks of Being a Wallflower, Looking for Alaska, Paper Towns, Hello, Goodbye, and Everything in Between","John Green, Rainbow Rowell, Jay Asher, Nicola Yoon",,,,another-day|david-levithan,,,,
goodreads,"Every Day (Every Day, #1)",David Levithan,fiction,read,5,4,240000,338,2012,2024/02/28,2024/01/23,,,Knopf Books for Young Readers,"contemporary, speculative, YA","heartwarming, character-driven, fast-paced, slow-burn","Another Day (Every Day, #2), The Perks of Being a Wallflower, Looking for Alaska, Paper Towns, Hello, Goodbye, and Everything in Between","John Green, Rainbow Rowell, Jay Asher, Nicola Yoon",,,,every-day|david-levithan,,Yes,,
goodreads,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,nonfiction,read,5,4.1,90000,242,2023,2024/02/25,2023/08/21,0525657339,9780525657330,Vintage,"narrative nonfiction, true crime, history","narrative-driven, dark, investigative, accessible","Flash Crash: A Trading Savant, a Global Manhunt, and the Most Mysterious Market Crash in History, American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road, Neptune's Fortune: The Billion-Dollar Shipwreck and the Ghosts of the Spanish Empire, Chasing the Thrill: Obsession, Death, and Glory in America's Most Extraordinary Treasure Hunt","Jon Krakauer, David Grann, Lawrence Wright, Erik Larson",,,,the-art-thief-a-true-story-of-love-crime-and-a-dangerous-obsession|michael-finkel,,,,
goodreads,Chip War: The Fight for the World's Most Critical Technology,Chris Miller,nonfiction,read,4,4.21,30000,463,2022,2024/02/21,2023/09/23,1982172029,9781982172022,Scribner,"tech history, narrative nonfiction, history","narrative-driven, accessible, dense","The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution, Steve Jobs, Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future, AI Valley: Microsoft, Google, and the Trillion-Dollar Race to Cash In on Artificial Intelligence","Walter Isaacson, Brad Stone, Michael Lewis, Ben Mezrich",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1662566820i/60321447.jpg,,,chip-war-the-fight-for-the-world-s-most-critical-technology|chris-miller,,,,
goodreads,The Woman in Me,Britney Spears,nonfiction,read,4,4.19,230000,287,2023,2024/02/04,2023/08/17,,,Gallery Books,"memoir, biography","character-study, narrative-driven, personal, conversational","Me, Not That Kind of Girl: A Young Woman Tells You What She's ""Learned"", The Storyteller: Tales of Life and Music, Born to Run","Elton John, Mariah Carey, Kim Kardashian, Paris Hilton",,,,the-woman-in-me|britney-spears,,,,
goodreads,The Marriage Act,John Marrs,fiction,read,3,3.79,20000,497,2023,2024/01/28,2024/01/20,,,Hanover Square Press,"speculative, thriller","fast-paced, slow-burn, atmospheric, tense","The One (Dark Future #1), The Family Experiment, The Measure, Recursion","Blake Crouch, Shari Lapena, Andy Weir, Liane Moriarty",,,,the-marriage-act|john-marrs,,,,
goodreads,Breaking Twitter: Elon Musk and the Most Controversial Corporate Takeover in History,Ben Mezrich,nonfiction,read,4,3.78,8000,336,2023,2024/01/20,2023/09/26,1538707594,9781538707593,Grand Central Publishing,"tech history, narrative nonfiction","fast-paced, accessible, narrative-driven","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal, Super Pumped: The Battle for Uber, Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal, Burn Book: A Tech Love Story","Michael Lewis, Brad Stone, Nick Bilton, David Kushner",,,,breaking-twitter-elon-musk-and-the-most-controversial-corporate-takeover-in-history|ben-mezrich,,,,
goodreads,Zero Days,Ruth Ware,fiction,read,4,4.11,80000,352,2023,2024/01/07,2024/01/07,1982155310,9781982155315,Gallery/Scout Press,"thriller, mystery, suspense","atmospheric, twisty, tense, fast-paced","The Silent Patient, Behind Closed Doors, The Breakdown, None of This Is True","Shari Lapena, B.A. Paris, Paula Hawkins, Lisa Jewell",,,,zero-days|ruth-ware,,,,
goodreads,"Beautiful World, Where Are You",Sally Rooney,fiction,read,3,3.62,350000,358,2021,2023/12/31,2023/11/14,,,"Farrar, Straus and Giroux","literary, contemporary","character-driven, slow-burn, atmospheric","Normal People, Intermezzo, One Day, Lessons in Chemistry","Taylor Jenkins Reid, Ottessa Moshfegh, Hanya Yanagihara, Normal People",,,,beautiful-world-where-are-you|sally-rooney,,,,
goodreads,The Lost Continent: Travels in Small Town America,Bill Bryson,nonfiction,read,2,3.77,50000,324,2015,2023/12/24,2023/11/18,0062434411,9780062434418,William Morrow,"humor, narrative nonfiction, adventure","humorous, accessible, conversational, fast-paced","A Walk in the Woods: Rediscovering America on the Appalachian Trail, A Short History of Nearly Everything, Into Thin Air","Jon Krakauer, Paul Theroux, Peter Mayle, Tim Cahill",,,,the-lost-continent-travels-in-small-town-america|bill-bryson,,,,
goodreads,"Holly (Holly Gibney, #3)",Stephen King,fiction,read,5,4.08,100000,464,2023,2023/12/17,2023/12/17,,,Scribner,"thriller, horror, psychological","atmospheric, dark, character-driven, tense","The Outsider, Never Flinch (Holly Gibney, #4), Billy Summers, Mr. Mercedes (Bill Hodges #1), Gwendy's Final Task (The Button Box, #3)","Dean Koontz, Joe Hill, Peter Straub, Clive Barker",,,,holly|stephen-king,,,,
goodreads,Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,nonfiction,read,5,3.94,90000,261,2023,2023/12/17,2023/08/17,1324074345,9781324074342,W. W. Norton & Company,"narrative nonfiction, finance, true crime","accessible, narrative-driven, investigative, dark","Flash Boys: A Wall Street Revolt, The Big Short: Inside the Doomsday Machine, The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution, Bitcoin Billionaires: A True Story of Genius, Betrayal, and Redemption, The Trolls of Wall Street: How the Outcasts and Insurgents Are Hacking the Markets","Malcolm Gladwell, John Carreyrou, Ben Mezrich, Ben Horowitz",,,,going-infinite-the-rise-and-fall-of-a-new-tycoon|michael-lewis,,,,
goodreads,Elon Musk,Walter Isaacson,nonfiction,read,5,4.1,250000,670,2023,2023/11/20,2023/08/17,,,Simon & Schuster,"biography, tech history, narrative nonfiction","accessible, narrative-driven, inspiring, character-study","Steve Jobs, The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution, The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race, Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future, American Sketches: Great Leaders, Creative Thinkers, and Heroes of a Hurricane","Ashlee Vance, Brad Stone, Ron Chernow, David McCullough",,,,elon-musk|walter-isaacson,,Yes,,
goodreads,The Prisoner,B.A. Paris,fiction,read,5,3.82,10000,300,2022,2023/10/30,2023/10/28,125027415X,9781250274151,St. Martin's Press,"thriller, psychological, suspense","fast-paced, twisty, tense, dark","Behind Closed Doors, The Breakdown, Verity, The Dilemma, The Therapist","Shari Lapena, Lisa Jewell, Paula Hawkins, Gillian Flynn",,,,the-prisoner|b-a-paris,,,,
goodreads,Behind Closed Doors,B.A. Paris,fiction,read,5,4.09,380000,293,2016,2023/10/28,2023/10/28,1250121000,9781250121004,St. Martin's Press,"thriller, psychological, domestic suspense","fast-paced, twisty, tense, dark","The Breakdown, The Prisoner, Bring Me Back, The Dilemma, The Therapist","Shari Lapena, Lisa Jewell, Paula Hawkins, Gillian Flynn",,,,behind-closed-doors|b-a-paris,,Yes,,
goodreads,Lessons in Chemistry,Bonnie Garmus,fiction,read,5,4.37,700000,386,2022,2023/10/28,2022/07/19,,,Doubleday,"literary, contemporary, humor","humorous, heartwarming, character-driven, inspiring","Peck & Peck, Tomorrow, and Tomorrow, and Tomorrow, Remarkably Bright Creatures, The Wishing Game, Tom Lake","Curtis Sittenfeld, Maria Semple, Emma Straub, Taylor Jenkins Reid",,,,lessons-in-chemistry|bonnie-garmus,,Yes,,
goodreads,"Dark Angel (Letty Davenport, #2)",John Sandford,fiction,read,4,3.85,15000,416,2023,2023/10/28,2023/09/23,,,G.P. Putnam's Sons,"thriller, crime, suspense","fast-paced, tense, dark","The Investigator (Letty Davenport, #1), Along Came a Spider (Alex Cross, #1), The Chain, Hard to Break (Michael Gannon, #3)","Harlan Coben, James Patterson, Lee Child, Michael Connelly",,,,dark-angel|john-sandford,,,,
goodreads,"The Investigator (Letty Davenport, #1)",John Sandford,fiction,read,5,3.86,25000,400,2022,2023/10/09,2023/09/23,0593328698,9780593328699,G.P. Putnam's Sons,"thriller, crime, suspense","fast-paced, gritty, procedural, tense","Dark Angel (Letty Davenport, #2), Along Came a Spider (Alex Cross, #1), The Chain, Hard to Break (Michael Gannon, #3)","Harlan Coben, James Patterson, Lee Child, Michael Connelly",,,,the-investigator|john-sandford,,Yes,,
goodreads,The Dumb Money: The GameStop Short Squeeze and the Ragtag Group of Amateur Traders That Brought Wall Street to Its Knees (Previously Published as The Antisocial Network),Ben Mezrich,nonfiction,read,5,3.86,10000,305,2021,2023/09/22,2021/08/09,1538707586,9781538707586,Grand Central Publishing,"narrative nonfiction, finance, tech history","fast-paced, accessible, narrative-driven, dense","Flash Boys: A Wall Street Revolt, Flash Crash: A Trading Savant, a Global Manhunt, and the Most Mysterious Market Crash in History, Bitcoin Billionaires: A True Story of Genius, Betrayal, and Redemption, The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal, The Trolls of Wall Street: How the Outcasts and Insurgents Are Hacking the Markets","Michael Lewis, Brad Stone, Nick Bilton, David Kushner",,,,the-dumb-money-the-gamestop-short-squeeze-and-the-ragtag-group-of-amateur-traders-that-brought-wall-street-to-its-knees|ben-mezrich,,Yes,,
goodreads,Demon Copperhead,Barbara Kingsolver,fiction,read,3,4.09,235000,550,2022,2023/09/05,2022/12/03,,,Harper,"literary, contemporary, social commentary","character-driven, slow-burn, atmospheric, accessible","Educated, Maid: Hard Work, Low Pay, and a Mother's Will to Survive, Where the Crawdads Sing, Dopesick: Dealers, Doctors, and the Drug Company that Addicted America","Ann Tyler, Alice Walker, Toni Morrison, Louise Erdrich",,,,demon-copperhead|barbara-kingsolver,,,,
goodreads,The Road,Cormac McCarthy,fiction,read,4,4.01,780000,324,2007,2023/08/12,2023/07/16,,,Vintage,"literary, speculative, adventure","slow-burn, atmospheric, fast-paced, character-driven","The Postmortal, World War Z: An Oral History of the Zombie War, Station Eleven, The Stand","Don DeLillo, Denis Johnson, Colson Whitehead, Philip Roth",,,,the-road|cormac-mccarthy,,,,
goodreads,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,nonfiction,read,4,4.03,380000,305,2010,2023/08/09,2023/06/04,,,Broadway Books,"humor, narrative nonfiction, adventure","humorous, accessible, conversational, fast-paced","Into Thin Air, The Lost City of the Monkey God, The Wager: A Tale of Shipwreck, Mutiny and Murder, A Short History of Nearly Everything","Jon Krakauer, Paul Theroux, Peter Mayle, Tim Cahill",,,,a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail|bill-bryson,,,,
goodreads,A Face in the Crowd,Stephen King,fiction,read,4,3.65,8000,63,2012,2023/08/01,2023/07/31,,,Scribner,"horror, literary","atmospheric, dark, character-driven, slow-burn","Rita Hayworth and Shawshank Redemption, The Body, The Outsider","Dean Koontz, Joe Hill, Peter Straub, Clive Barker",,,,a-face-in-the-crowd|stephen-king,,,,
goodreads,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,nonfiction,read,5,4.41,250000,285,2017,2023/07/26,2022/04/19,,,Picador,"memoir, humor, narrative nonfiction","conversational, character-study, humorous, narrative-driven","When Breath Becomes Air, Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed, Twas the Nightshift Before Christmas, The Council of Dads: My Daughters, My Illness, and the Men Who Could Be Me","Bill Bryson, David Sedaris, A.J. Jacobs, Jon Ronson",,,,this-is-going-to-hurt-secret-diaries-of-a-junior-doctor|adam-kay,,Yes,,
goodreads,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,nonfiction,read,4,4.38,195000,304,2021,2023/07/16,2022/07/06,,,Dutton,"memoir, narrative nonfiction","heartwarming, melancholic, character-driven, character-study","Turtles All the Way Down, Looking for Alaska, Paper Towns, Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection","David Nicholls, Rainbow Rowell, Sally Rooney, Taylor Jenkins Reid",,,,the-anthropocene-reviewed-essays-on-a-human-centered-planet|john-green,,,,
goodreads,Verity,Colleen Hoover,fiction,read,5,4.36,1000000,333,2021,2023/07/12,2022/10/12,,,Grand Central Publishing,"thriller, psychological, domestic suspense","fast-paced, dark, tense, twisty","The Silent Patient, Behind Closed Doors, The Breakdown, The Woman in the Window, Into the Water","Taylor Jenkins Reid, Liane Moriarty, Jodi Picoult, Freida McFadden",,,,verity|colleen-hoover,,,,
goodreads,Romantic Comedy,Curtis Sittenfeld,fiction,read,5,3.93,190000,309,2023,2023/07/01,2023/07/01,0399590943,9780399590948,Random House,"contemporary, romance, humor","character-driven, humorous, heartwarming, conversational","Lessons in Chemistry, One Day, Normal People, The Wedding People, Good Material","Jennifer Weiner, Emily Giffin, Marian Keyes, Taylor Jenkins Reid",,,,romantic-comedy|curtis-sittenfeld,,,,
goodreads,Hangry: A Startup Journey,Mike Evans,nonfiction,read,5,3.72,5000,272,2022,2023/07/01,2023/05/31,0306925532,9780306925535,Legacy Lit,"narrative nonfiction, business, memoir","narrative-driven, accessible, character-study, personal","Shoe Dog, The Everything Store: Jeff Bezos and the Age of Amazon, Super Pumped: The Battle for Uber, That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea","Phil Knight, Sam Walton, Robert Iger, Jeff Bezos",,,,hangry-a-startup-journey|mike-evans,,,,
goodreads,Me and Carlos,Tom Perrotta,fiction,read,4,3.85,3000,24,2020,2023/06/28,2023/06/05,1542025141,9781542025140,Amazon Original Stories,"literary, contemporary","slow-burn, character-driven, satirical, atmospheric","Little Children, Tracy Flick Can't Win, Normal People, Bad Haircut: Stories from the Seventies","Nick Hornby, Jonathan Franzen, Richard Russo, Tom McCarthy",,,,me-and-carlos|tom-perrotta,,,,
goodreads,Doc: The Life of Roy Halladay,Todd Zolecki,nonfiction,read,5,4.25,5000,352,2020,2023/06/26,2022/09/24,1629377503,9781629377506,Triumph Books,"sports, biography, narrative nonfiction","narrative-driven, accessible, character-study","Tiger Woods, The Last Folk Hero: The Life and Myth of Bo Jackson, Charlie Hustle: The Rise and Fall of Pete Rose, and the Last Glory Days of Baseball, Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever, Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty","Jeff Passan, Tom Verducci, Jeff Pearlman, Jonah Keri",,,,doc-the-life-of-roy-halladay|todd-zolecki,,,,
goodreads,The Island,Adrian McKinty,fiction,read,4,4.14,55000,384,2022,2023/06/13,2022/04/11,0316531278,9780316531276,"Little, Brown and Company","thriller, crime, suspense","fast-paced, tense, dark, gritty","The Chain, The Cold Cold Ground (Detective Sean Duffy, #1), The Silent Patient, Behind Closed Doors","Tana French, Declan Hughes, Stuart Neville, Colin Bateman",,,,the-island|adrian-mckinty,,,,
goodreads,The Chain,Adrian McKinty,fiction,read,5,4.07,160000,369,2020,2023/06/09,2022/06/10,0316531243,9780316531245,Mulholland Books,"thriller, suspense, psychological","tense, fast-paced, dark, character-driven","The Cold Cold Ground (Detective Sean Duffy, #1), The Silent Patient, Behind Closed Doors, All Her Fault, A Violent Masterpiece","Tana French, Declan Hughes, Stuart Neville, Colin Bateman",,,,the-chain|adrian-mckinty,,,,
goodreads,Drowning,T.J. Newman,fiction,read,5,3.75,25000,300,2023,2023/06/05,2023/02/25,,,Avid Reader Press / Simon & Schuster,"thriller, suspense, high-concept","fast-paced, tense, compulsive","Falling, Worst Case Scenario, The Chain, The Flight Attendant","Harlan Coben, Blake Crouch, Lee Child, Daniel Silva",,,,drowning|t-j-newman,,Yes,,
goodreads,The Boys from Biloxi,John Grisham,fiction,read,5,4.1,60000,432,2022,2023/05/31,2022/07/09,,,Vintage,"legal, thriller, historical","fast-paced, procedural, plot-driven, slow-burn","A Time to Kill (Jake Brigance, #1), The Reckoning, Sycamore Row (Jake Brigance, #2), A Time for Mercy (Jake Brigance, #3), The French Illusion","Scott Turow, James Grippando, Steve Cavanagh, Richard Patterson",,,,the-boys-from-biloxi|john-grisham,,,,
goodreads,A Short History of Nearly Everything,Bill Bryson,nonfiction,read,2,4.19,310000,560,2003,2023/05/29,2023/05/13,,,Broadway Books,"narrative nonfiction, history","humorous, accessible, conversational, narrative-driven","A Walk in the Woods: Rediscovering America on the Appalachian Trail, The Lost Continent: Travels in Small Town America, Seeing Further: The Story of Science and the Royal Society","Jon Krakauer, Paul Theroux, Peter Mayle, Tim Cahill",,,,a-short-history-of-nearly-everything|bill-bryson,,,,
goodreads,Nine Inches,Tom Perrotta,fiction,read,4,3.65,3000,256,2013,2023/05/27,2023/04/08,1250034698,9781250034694,St. Martin's Press,"literary, contemporary","slow-burn, character-driven, satirical, atmospheric","Little Children, Tracy Flick Can't Win, Normal People, Bad Haircut: Stories from the Seventies","Nick Hornby, Jonathan Franzen, Richard Russo, Tom McCarthy",,,,nine-inches|tom-perrotta,,,,
goodreads,When the Heavens Went on Sale: The Misfits and Geniuses Racing to Put Space Within Reach,Ashlee Vance,nonfiction,read,5,4.25,5000,521,2023,2023/05/22,2023/02/25,0062998900,9780062998903,Ecco,"narrative nonfiction, tech history, business","narrative-driven, accessible, investigative","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future, The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos, Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal, Super Pumped: The Battle for Uber, Steve Jobs","Walter Isaacson, Brad Stone, Jimmy Soni, Brent Schlender",,,,when-the-heavens-went-on-sale-the-misfits-and-geniuses-racing-to-put-space-within-reach|ashlee-vance,,,,
